,TITLE,DESCRIPTION,BULLET_POINTS,BRAND,BROWSE_NODE_ID
70,Progressive Suspension (SW-1700 Adjustable Shock Spanner Wrench,This adjustable spring preload spanner fits most adjusters found on single shocks. Easily adjusts single shock pre-load rings. Eliminates the hammer and punch method. Vinyl-dipped handle for sure grip.,"[Easily adjusts single shock pre-load rings,Eliminates the hammer and punch method,Vinyl-dipped handle for sure grip,This adjustable spring preload spanner fits most adjusters found on single shocks]",Progressive Suspension,70
71,Goosebumps Terror in the graveyard board game,,,Milton Bradley,38
72,American Plastic Toy On the Go Stroller,,,,72
73,Titanium Series Star Wars 3 Inch Snowspeeder,Star Wars Titanium Series0,Star Wars Titanium Series,Hasbro,55
74,Smiffy's Police Helmet with Flashing Siren Light,,,,74
75,Pelikan 4001 GTP/5 Giant Ink Cartridge (Violet),Each packet contains 5 ink cartridges(Big).,"[Box of 5 cartridges, GTP/5,Can be erasable,Erasable with Pelikan ink eradicators]",Pelikan,75
76,"Scent Shield Men's Deodorant Pill (Black, 60-Count)","Start fanatically. Hunt obsessively. Succeed incredibly. The more impressive the prey, the smarter more sensitive and quicker they are to react. To get close, scent-reduced body, gear and attire is critical. As part of the Scent Blocker System, Scent Shield, Ti4 and other external technologies are the most intelligent effective and simplest way to neutralize odors you generate and collect throughout the day. It's fanatical, obsessive hunting made just a little easier.","[Effective aid in controlling human scent,Reduces odor utilizing Chlorophyll in Copper Complex,High potency Parsley and Alfalfa powder concentrate helps control mouth odor,Reduces human waste odors]",Scent Shield,76
77,Alumicolor 3000 Series 6-Inch Red Mini Aluminum Triangular Engineer Scale (3210-4),,,,77
78,"Mitutoyo 570-313, HDS Digimatic Height Gage, 18"" X .0005""/0.01mm, With Output","1.Measurement range of 0"" - 18""/0 - 450 mm, and precise to 0.0005""/0.01 mm. 2.LCD digital readout displays sharp figures in inches or metric for viewing ease. 3.Hand-operated feed wheel for measurement ease. 4.Electrostatic capacitance linear encoder helps ensure repeatable, precise measurement. 5.Statistical process control (SPC) output transmits results to a Mitutoyo miniprocessor or computer.","[Range: 0-18'',Resolution: .0005''/0.01mm,Accuracy: ±.002'',Repeatability: 0.01mm,Max. Response Speed: Unlimted]",Mitutoyo,78
79,2-Ton Epoxy,"Clear, durable, waterproof. Extra high strength bond. Chemical resistant. 1 oz","[Size: 1 oz,Color: Clear,2 tubes per card,2500 PSI bonding strength,packed included 1pc]",ITW Consumer/ Devcon,79
80,Barbie Fairytopia Magic of the Rainbow Mix & Switch Fairy: Dragonfly,,"[The Mix and Fix Fairy doll sets include lots of easy-snap pieces so girls can create their own fairy from the magical world of Fairytopia,Each set includes multiple skirts, tops, wings, and wigs for lots of combinations,Magic of the Rainbow Mix & Switch Fairy Dolls Dragonfly]",Barbie,0
81,"Corelle Coordinates by Reston Lloyd Melamine Tidbit Serving Tray, Country Morning","06236 Features: -Material: Melamine.-Dishwasher safe. Dimensions: -6.5'' W x 15'' D. Disclaimer: -Please Note:This item cannot ship to Alaska, Hawaii, or Puerto Rico. We apologize for the inconvenience. If you would like assistance finding an item that can ship to Alaska, Hawaii, or Puerto Rico, please contact our customer service team..","[Product Type: Serving Trays,Durable Melamine,This product is imported from USA - It is a 100% genuine product,16 "" x 6.5""]",Reston Lloyd,81
82,"Aurora Plush Ebon Black Panther - 16""",,"[Wonderful gift item,Fine plush fabric,Realistic styling,Soft and cuddly,Leading manufacturer of plush]",Aurora,82
83,Bazzill BAZ309024 Cdstk 12x12 Mono Powder Blue Card Stock,"Bazzill-Mono Cardstock. With the hundreds of choices in cardstock Bazzill offers you are guaranteed to find just the right one with the perfect finish for all of your scrapbook, card making and paper craft projects of all kinds. This package contains twenty-five 12x12 inch sheets of high quality cardstock with a canvas, criss cross or classic finish. Available in a vast variety of colors: each sold separately. Made in USA.","[Powder blue Mono cardstock (25 sheets),Each sheet is acid Free,12x12 cardstock]",Bazzill,83
84,Safari Ltd Black Widow Spider,"These astonishing spiders paralyze prey trapped in their webs with powerful venom, then liquefy their flesh with digestive juices. Although their venom is 15 times more poisonous than a rattlesnake’s, their painful bites are usually not deadly to humans because they inject such a small amount. Size:17.50 cm x 12.00 cm x 5.00 cm. All of our products are lead free and thoroughly safety tested.","[LARGE CREEPY CRAWLY â€“ Instead of hanging in a w,PART OF THE HIDDEN KINGDOM COLLECTION â€“ Explor,MADE WITH INDUSTRY-LEADING STANDARDS â€“ Like al,REALISTIC APPEARANCE FOR MULTIPLE USES â€“ Donâ€,PRODUCT SPECIFICATIONS â€“ Measures 7â€L x 4.7â€]",Safari Ltd,84
85,"O.P.I Nail Lacquer, Bubble Bath, 15ml",,"[Fun color for both toes and fingers,Won't chip or peel,Lots of shine and seal to protect your nails and give them fabulous color,This Product is Shipped from USA within 7 to 14 days of reciept of order.]",O.P.I,85
86,Florida Water Soap By Murrayy Lanman For Youthful Glow - 3.3 Oz,Product of Florida Water,"[Florida Water Bar Soap 3.3 oz,Pack of 1]",Florida,86
87,Kenko 55mm PRO1D Pro ND8 Slim Frame Camera Lens Filters,,"[This PRO ND4/ND8/ ND16filter reduce the amount of light entering the lens so Wider apertures can be selected, which is perfect for portraiture to reduce depth of field.,Subject appears crisp and clear while the background becomes a soft blur.,Also Widely used for photographs of waterfalls and other nature scenes to emphasize movement.]",Kenko,87
88,"Victorinox 4-3/4-Inch Straight-Edge Pointed-Tip Steak Knife, Set of 6, Rosewood Handles","RH Forschner by Victorinox is the knife of choice for professionals and consistently receives high accolades in product testing. This best-in-class commercial grade cutlery is now available for home use. RH Forschner by Victorinox knives feature high carbon, stainless steel blades, hand finished at Victorinox in Switzerland by skilled craftsmen. A special tempering process is used to produce an edge that can be resharpened over and over again, so the knife can keep its original sharpness throughout the entire life of the blade. Victorinox handles are ergonomically designed to minimize wrist tension. They provide a natural fit. A good heft and comfortable, positive grip are indications of a well-made knife. A sure-grip handle with a finger guard is valuable feature since the handle inevitably gets greasy, wet, or both. Although cutlery steel is naturally sanitary, materials and construction details of the handle minimize crevices what would offer hospitality to bacteria.",,Victorinox,88
89,Vans Unisex Half Cab Navy Leather Sneakers - 8 UK/India (42 EU),,"[Material Type: Leather,Closure Type: Lace-Up,Warranty Type: Manufacturer,Product warranty against manufacturing defects: 90 days,Care Instructions: Clean your shoes with leather cleaner or leather shampoo, and use a good quality brush to remove loose surface dirt; if your shoes are wet after cleaning, let them air-dry before your proceed with the next step; dry shoes in room temperature only and never expose them to the sun, heat from the sun will cause the leather to shrink, wrinkle, harden, dry, and crack]",Vans,89
90,Eibach 90.2.15.002.1 Pro-Spacer Wheel Spacer Kit,"EIBACH PRO SPACER WHEEL SPACER, SOLD AS PAIR -- 15mm Spacer, Bolt Pattern 5x120, Center Bore/Hub Diameter 74, Includes Spacer Bolts, Aircraft-Aluminum Alloy, Precision Engineered Hub-Centric for Perfect Fit And Wheel Balance, Reduced Weight Compared to Steel Wheel Spacers, Strength-Tested for All Applications, Extreme Corrosion Protection Through DIN 50021 Approved Coating Process, TUV, QS9000 And ISO9001 Quality Approved<br><br><b>Material:</b> Aircraft-aluminum Alloy<br><b>Series:</b> Pro Spacer<br><b>Size:</b> Center Bore/hub Diameter 74<br><br>","[Widen your stance for better handling,Made from high-strength aircraft-aluminum alloy,Precision-engineered hub-centric spacers for perfect fit and wheel balance,Reduced weight compared to steel wheel spacers,Strength-tested for all applications]",Eibach,90
91,"Fisher Space Pen,Bullet Space Pen with American Flag Emblem, Matte Black",,"[Writes at any angle, even in Zero Gravity Simply the most versatile pen ever made,Writes in extreme temperatures from -30F to 250F,Each Fisher Space Pen is precision assembled, hand tested, and carries an unconditional lifetime guarantee,All Brass and steel construction]",FISHER,91
92,"Mini Hose Pinch-Off Pliers - 3/4"""" OD",,,,92
93,Candle-LITE Company 1049595 Tealights (10 Pack),Fragrance-Free<br>White color Tea light<br>Tea-Lights for home,,CANDLE-LITE COMPANY,93
94,"Pacific Play Tents Docking Port 6 Tunnel, White/Multi",,,,94
95,Royal Canin Medium Adult 7+ Years,Medium Adult 7+ Complete feed for dogs - For mature medium breed dogs (from 11 to 25 kg) - Over 7 years old Main benefits Vitality support Adapted content of nutrients to help maintain vitality in medium breed dogs facing the first signs of ageing. Contains an exclusive complex of antioxidants to help neutralise free radicals. Coat condition This formula contains nutrients that help support a healthy skin and coat. Enriched with EPA-DHA Digestive tolerance Helps promote optimal digestibility thanks to an exclusive formula including very high quality proteins and a balanced supply of dietary fibre. Dental health Helps reduce tartar formation thanks to the chelation agents in calcium.,"[Complete feed for dogs,Helps reduce tartar formation,support a healthy skin and coat.,help neutralise free radicals]",Royal Canin,95
96,Audio-Technica ATM450 Cardioid Condensor Instrument Microphone,"One of the new stars of the Artist Series remake, the ATM450 cardioid condenser offers an innovative side-address stick design for endless placement options and minimal obstructions. The microphone is equipped with an integral 80 Hz hi-pass filter that provides easy switching from a flat frequency response to a low-end roll-off. The ATM450 also features a switchable 10 dB pad that lowers the microphone's sensitivity, providing higher SPL capability for flexible use with a wide range of performers and system configurations. The microphone’s extended flat frequency response makes it ideal for high SPLs as well as for live and amplified acoustic instruments. Includes a professional isolation clamp to provide secure mounting, versatile positioning and effective dampening of unwanted mechanical noise.","[Unique side-address stick design maximizes placement options with minimal obstructions,Uncompromising sound quality for overheads, percussion, acoustic guitar, strings and other acoustic instruments,Integral 80 Hz HPF switch and 10 dB pad, Cardioid polar pattern reduces pickup of sounds from the sides and rear, improving isolation of desired sound source,Includes isolation clamp for shock protection, secure mounting and easy positioning,Over 50 years of Japanese Innovation and Quality]",Audio-Technica,96
97,Bosmere C610 35&Quot;H 3 Seater Bench Cover,Bosmere C610 3-Seat Bench Cover 64-Inch Long x 26-Inch Deep x 35-Inch High Back x 25-Inch Front,,Bosmere,97
98,"Perixx PERIMICE-201P B, Wired PS/2 Mouse - 3 Button - 800dpi Optical Resolution - Illuminated Wheel - 5 Ft Cable - Black","PERIMICE-201 provide the basic optical tracking with 3 button design. With its backlit wheel, user can enjoy the classic design of the mouse. Its neutral shape can fit with both right and left hander user. The 5.9 Feet cable can let the user use it on the desktop or notebook",,Perixx,98
